"ID;""RegioS"";""Perioden"";""PrijsindexVerkoopprijzen_1"";""OntwikkelingTOVVoorgaandePeriode_2"";""OntwikkelingTOVEenJaarEerder_3"";""VerkochteWoningen_4"";""OntwikkelingTOVVoorgaandePeriode_5"";""OntwikkelingTOVEenJaarEerder_6"";""GemiddeldeVerkoopprijs_7"";""TotaleWaardeVerkoopprijzen_8"""
"778;""PV21"";""2004KW02"";""   105.8"";""     1.9"";""     5.1"";""    1936"";""    33.3"";""     3.8"";""  171293"";""     332"""
"779;""PV21"";""2004KW03"";""   108.2"";""     2.2"";""     8.4"";""    2061"";""     6.5"";""    -9.4"";""  174874"";""     360"""
"780;""PV21"";""2004KW04"";""   109.0"";""     0.8"";""     6.3"";""    2256"";""     9.5"";""    -1.2"";""  175797"";""     397"""
"781;""PV21"";""2004JJ00"";""   106.7"";""     6.3"";""     6.3"";""    7705"";""    -3.6"";""    -3.6"";""  172671"";""    1330"""
"782;""PV21"";""2005KW01"";""   109.4"";""     0.4"";""     5.3"";""    1587"";""   -29.7"";""     9.3"";""  169682"";""     269"""
"783;""PV21"";""2005KW02"";""   111.3"";""     1.7"";""     5.1"";""    1997"";""    25.8"";""     3.2"";""  178500"";""     356"""
"784;""PV21"";""2005KW03"";""   113.5"";""     2.0"";""     5.0"";""    2090"";""     4.7"";""     1.4"";""  187633"";""     392"""
"785;""PV21"";""2005KW04"";""   113.6"";""     0.1"";""     4.3"";""    2304"";""    10.2"";""     2.1"";""  177224"";""     408"""
"786;""PV21"";""2005JJ00"";""   112.0"";""     4.9"";""     4.9"";""    7978"";""     3.5"";""     3.5"";""  178770"";""    1426"""
"787;""PV21"";""2006KW01"";""   116.3"";""     2.3"";""     6.3"";""    1813"";""   -21.3"";""    14.2"";""  189193"";""     343"""
"788;""PV21"";""2006KW02"";""   117.7"";""     1.2"";""     5.8"";""    2119"";""    16.9"";""     6.1"";""  188692"";""     400"""
"789;""PV21"";""2006KW03"";""   118.9"";""     1.0"";""     4.7"";""    2107"";""    -0.6"";""     0.8"";""  194358"";""     410"""
"790;""PV21"";""2006KW04"";""   120.2"";""     1.1"";""     5.7"";""    2115"";""     0.4"";""    -8.2"";""  189654"";""     401"""
"791;""PV21"";""2006JJ00"";""   118.3"";""     5.6"";""     5.6"";""    8154"";""     2.2"";""     2.2"";""  190517"";""    1553"""
"792;""PV21"";""2007KW01"";""   120.9"";""     0.6"";""     4.0"";""    1669"";""   -21.1"";""    -7.9"";""  191114"";""     319"""
"793;""PV21"";""2007KW02"";""   122.8"";""     1.5"";""     4.3"";""    1906"";""    14.2"";""   -10.1"";""  197758"";""     377"""
"794;""PV21"";""2007KW03"";""   123.3"";""     0.4"";""     3.7"";""    2032"";""     6.6"";""    -3.6"";""  201948"";""     410"""
"795;""PV21"";""2007KW04"";""   123.0"";""    -0.2"";""     2.4"";""    2145"";""     5.6"";""     1.4"";""  197128"";""     423"""
"796;""PV21"";""2007JJ00"";""   122.5"";""     3.6"";""     3.6"";""    7752"";""    -4.9"";""    -4.9"";""  197251"";""    1529"""
"797;""PV21"";""2008KW01"";""   125.9"";""     2.3"";""     4.1"";""    1530"";""   -28.7"";""    -8.3"";""  200408"";""     307"""
"798;""PV21"";""2008KW02"";""   125.0"";""    -0.7"";""     1.8"";""    1781"";""    16.4"";""    -6.6"";""  204330"";""     364"""
"799;""PV21"";""2008KW03"";""   125.6"";""     0.4"";""     1.9"";""    1685"";""    -5.4"";""   -17.1"";""  206192"";""     347"""
"800;""PV21"";""2008KW04"";""   125.6"";""     0.0"";""     2.1"";""    1671"";""    -0.8"";""   -22.1"";""  204284"";""     341"""
"801;""PV21"";""2008JJ00"";""   125.5"";""     2.5"";""     2.5"";""    6667"";""   -14.0"";""   -14.0"";""  203889"";""    1359"""
"802;""PV21"";""2009KW01"";""   122.8"";""    -2.2"";""    -2.5"";""     949"";""   -43.2"";""   -38.0"";""  202291"";""     192"""
"803;""PV21"";""2009KW02"";""   119.8"";""    -2.5"";""    -4.2"";""    1119"";""    17.9"";""   -37.2"";""  187299"";""     210"""
"804;""PV21"";""2009KW03"";""   119.2"";""    -0.5"";""    -5.1"";""    1246"";""    11.3"";""   -26.1"";""  192020"";""     239"""
"805;""PV21"";""2009KW04"";""   118.7"";""    -0.4"";""    -5.5"";""    1320"";""     5.9"";""   -21.0"";""  192319"";""     254"""
"806;""PV21"";""2009JJ00"";""   120.1"";""    -4.3"";""    -4.3"";""    4634"";""   -30.5"";""   -30.5"";""  193069"";""     895"""
"807;""PV21"";""2010KW01"";""   120.1"";""     1.1"";""    -2.2"";""    1004"";""   -23.9"";""     5.8"";""  196054"";""     197"""
"808;""PV21"";""2010KW02"";""   119.7"";""    -0.4"";""    -0.1"";""    1212"";""    20.7"";""     8.3"";""  193071"";""     234"""
"809;""PV21"";""2010KW03"";""   120.0"";""     0.3"";""     0.6"";""    1149"";""    -5.2"";""    -7.8"";""  195763"";""     225"""
"810;""PV21"";""2010KW04"";""   118.0"";""    -1.6"";""    -0.6"";""    1355"";""    17.9"";""     2.7"";""  196512"";""     266"""
"811;""PV21"";""2010JJ00"";""   119.4"";""    -0.6"";""    -0.6"";""    4720"";""     1.9"";""     1.9"";""  195349"";""     922"""
"812;""PV21"";""2011KW01"";""   115.7"";""    -2.0"";""    -3.7"";""    1029"";""   -24.1"";""     2.5"";""  192484"";""     198"""
"813;""PV21"";""2011KW02"";""   115.0"";""    -0.6"";""    -3.9"";""    1089"";""     5.8"";""   -10.1"";""  192629"";""     210"""
"814;""PV21"";""2011KW03"";""   114.8"";""    -0.2"";""    -4.3"";""    1151"";""     5.7"";""     0.2"";""  195170"";""     225"""
"815;""PV21"";""2011KW04"";""   111.7"";""    -2.7"";""    -5.4"";""    1096"";""    -4.8"";""   -19.1"";""  186453"";""     204"""
"816;""PV21"";""2011JJ00"";""   114.3"";""    -4.3"";""    -4.3"";""    4365"";""    -7.5"";""    -7.5"";""  191714"";""     837"""
"817;""PV21"";""2012KW01"";""   110.0"";""    -1.5"";""    -4.9"";""     792"";""   -27.7"";""   -23.0"";""  186918"";""     148"""
"818;""PV21"";""2012KW02"";""   109.6"";""    -0.4"";""    -4.8"";""    1174"";""    48.2"";""     7.8"";""  185412"";""     218"""
"819;""PV21"";""2012KW03"";""   105.0"";""    -4.1"";""    -8.5"";""     829"";""   -29.4"";""   -28.0"";""  169841"";""     141"""
"820;""PV21"";""2012KW04"";""   103.2"";""    -1.7"";""    -7.6"";""    1236"";""    49.1"";""    12.8"";""  179799"";""     222"""
"821;""PV21"";""2012JJ00"";""   107.0"";""    -6.4"";""    -6.4"";""    4031"";""    -7.7"";""    -7.7"";""  180784"";""     729"""
"822;""PV21"";""2013KW01"";""   101.3"";""    -1.8"";""    -7.9"";""     765"";""   -38.1"";""    -3.4"";""  170410"";""     130"""
"823;""PV21"";""2013KW02"";""    97.6"";""    -3.7"";""   -10.9"";""     829"";""     8.4"";""   -29.4"";""  168638"";""     140"""
"824;""PV21"";""2013KW03"";""    98.7"";""     1.2"";""    -6.0"";""     926"";""    11.7"";""    11.7"";""  168831"";""     156"""
"825;""PV21"";""2013KW04"";""    99.2"";""     0.5"";""    -3.9"";""    1358"";""    46.7"";""     9.9"";""  171110"";""     232"""
"826;""PV21"";""2013JJ00"";""    99.2"";""    -7.2"";""    -7.2"";""    3878"";""    -3.8"";""    -3.8"";""  169899"";""     659"""
"827;""PV21"";""2014KW01"";""    97.9"";""    -1.3"";""    -3.4"";""    1023"";""   -24.7"";""    33.7"";""  171876"";""     176"""
"828;""PV21"";""2014KW02"";""    98.4"";""     0.5"";""     0.8"";""    1314"";""    28.4"";""    58.5"";""  172080"";""     226"""
"829;""PV21"";""2014KW03"";""    97.9"";""    -0.6"";""    -0.9"";""    1293"";""    -1.6"";""    39.6"";""  177735"";""     230"""
"830;""PV21"";""2014KW04"";""    98.0"";""     0.1"";""    -1.2"";""    1813"";""    40.2"";""    33.5"";""  174648"";""     317"""
"831;""PV21"";""2014JJ00"";""    98.0"";""    -1.2"";""    -1.2"";""    5443"";""    40.4"";""    40.4"";""  174240"";""     948"""
"832;""PV21"";""2015KW01"";""    99.1"";""     1.1"";""     1.2"";""    1130"";""   -37.7"";""    10.5"";""  171136"";""     193"""
"833;""PV21"";""2015KW02"";""    99.5"";""     0.4"";""     1.1"";""    1479"";""    30.9"";""    12.6"";""  179789"";""     266"""
"834;""PV21"";""2015KW03"";""   100.2"";""     0.7"";""     2.4"";""    1794"";""    21.3"";""    38.7"";""  185447"";""     333"""
"835;""PV21"";""2015KW04"";""   101.2"";""     1.0"";""     3.3"";""    1874"";""     4.5"";""     3.4"";""  181841"";""     341"""
"836;""PV21"";""2015JJ00"";""   100.0"";""     2.0"";""     2.0"";""    6277"";""    15.3"";""    15.3"";""  180461"";""    1133"""
"837;""PV21"";""2016KW01"";""   102.1"";""     0.9"";""     3.1"";""    1464"";""   -21.9"";""    29.6"";""  182152"";""     267"""
"838;""PV21"";""2016KW02"";""   102.0"";""    -0.1"";""     2.6"";""    1847"";""    26.2"";""    24.9"";""  183874"";""     340"""
"839;""PV21"";""2016KW03"";""   105.4"";""     3.3"";""     5.2"";""    2134"";""    15.5"";""    19.0"";""  189511"";""     404"""
"840;""PV21"";""2016KW04"";""   105.8"";""     0.4"";""     4.6"";""    2145"";""     0.5"";""    14.5"";""  193862"";""     416"""
"841;""PV21"";""2016JJ00"";""   103.9"";""     3.9"";""     3.9"";""    7590"";""    20.9"";""    20.9"";""  187950"";""    1427"""
"842;""PV21"";""2017KW01"";""   107.0"";""     1.1"";""     4.8"";""    1923"";""   -10.4"";""    31.4"";""  199018"";""     383"""
"843;""PV21"";""2017KW02"";""   109.5"";""     2.3"";""     7.3"";""    2194"";""    14.1"";""    18.8"";""  199560"";""     438"""
"844;""PV21"";""2017KW03"";""   111.3"";""     1.7"";""     5.6"";""    2280"";""     3.9"";""     6.8"";""  203434"";""     464"""
"845;""PV21"";""2017KW04"";""   112.6"";""     1.1"";""     6.4"";""    2580"";""    13.2"";""    20.3"";""  203047"";""     524"""
"846;""PV21"";""2017JJ00"";""   110.1"";""     6.0"";""     6.0"";""    8977"";""    18.3"";""    18.3"";""  201430"";""    1808"""
"847;""PV21"";""2018KW01"";""   115.3"";""     2.4"";""     7.8"";""    1908"";""   -26.0"";""    -0.8"";""  210988"";""     403"""
"848;""PV21"";""2018KW02"";""   117.1"";""     1.5"";""     7.0"";""    1942"";""     1.8"";""   -11.5"";""  210364"";""     409"""
"849;""PV21"";""2018KW03"";""   119.1"";""     1.7"";""     7.0"";""    2223"";""    14.5"";""    -2.5"";""  217887"";""     484"""
"850;""PV21"";""2018KW04"";""   122.3"";""     2.7"";""     8.7"";""    2238"";""     0.7"";""   -13.3"";""  223718"";""     501"""
"851;""PV21"";""2018JJ00"";""   118.5"";""     7.6"";""     7.6"";""    8311"";""    -7.4"";""    -7.4"";""  216116"";""    1796"""
"852;""PV21"";""2019KW01"";""   123.0"";""     0.6"";""     6.7"";""    1675"";""   -25.2"";""   -12.2"";""  228154"";""     382"""
"853;""PV21"";""2019KW02"";""   126.0"";""     2.4"";""     7.6"";""    2156"";""    28.7"";""    11.0"";""  233254"";""     503"""
"854;""PV22"";""1995KW01"";""    43.1"";"""";"""";""     918"";"""";"""";""   83472"";""      77"""
"855;""PV22"";""1995KW02"";""    43.4"";""     0.8"";"""";""    1299"";""    41.5"";"""";""   81315"";""     106"""
"856;""PV22"";""1995KW03"";""    44.7"";""     3.0"";"""";""    1377"";""     6.0"";"""";""   87093"";""     120"""
"857;""PV22"";""1995KW04"";""    45.5"";""     1.7"";"""";""    1476"";""     7.2"";"""";""   87187"";""     129"""
"858;""PV22"";""1995JJ00"";""    44.2"";"""";"""";""    5070"";"""";"""";""   84984"";""     431"""
"859;""PV22"";""1996KW01"";""    46.3"";""     1.9"";""     7.6"";""    1228"";""   -16.8"";""    33.8"";""   84345"";""     104"""
"860;""PV22"";""1996KW02"";""    47.7"";""     3.0"";""     9.9"";""    1553"";""    26.5"";""    19.6"";""   89171"";""     138"""
"861;""PV22"";""1996KW03"";""    49.5"";""     3.8"";""    10.8"";""    1505"";""    -3.1"";""     9.3"";""   96118"";""     145"""
"862;""PV22"";""1996KW04"";""    50.3"";""     1.5"";""    10.5"";""    1662"";""    10.4"";""    12.6"";""   94504"";""     157"""
"863;""PV22"";""1996JJ00"";""    48.5"";""     9.7"";""     9.7"";""    5948"";""    17.3"";""    17.3"";""   91422"";""     544"""
"864;""PV22"";""1997KW01"";""    51.1"";""     1.7"";""    10.3"";""    1339"";""   -19.4"";""     9.0"";""   90919"";""     122"""
"865;""PV22"";""1997KW02"";""    52.4"";""     2.5"";""     9.8"";""    1975"";""    47.5"";""    27.2"";""   91899"";""     181"""
"866;""PV22"";""1997KW03"";""    54.1"";""     3.2"";""     9.1"";""    1768"";""   -10.5"";""    17.5"";""   97124"";""     172"""
"867;""PV22"";""1997KW04"";""    54.6"";""     1.1"";""     8.7"";""    1894"";""     7.1"";""    14.0"";""  101293"";""     192"""
"868;""PV22"";""1997JJ00"";""    53.1"";""     9.5"";""     9.5"";""    6976"";""    17.3"";""    17.3"";""   95585"";""     667"""
"869;""PV22"";""1998KW01"";""    55.8"";""     2.1"";""     9.1"";""    1429"";""   -24.6"";""     6.7"";""   98645"";""     141"""
"870;""PV22"";""1998KW02"";""    57.0"";""     2.2"";""     8.8"";""    1700"";""    19.0"";""   -13.9"";""  102292"";""     174"""
"871;""PV22"";""1998KW03"";""    58.9"";""     3.4"";""     9.0"";""    1775"";""     4.4"";""     0.4"";""  113150"";""     201"""
"872;""PV22"";""1998KW04"";""    60.7"";""     3.1"";""    11.2"";""    1874"";""     5.6"";""    -1.1"";""  113538"";""     213"""
"873;""PV22"";""1998JJ00"";""    58.1"";""     9.5"";""     9.5"";""    6778"";""    -2.8"";""    -2.8"";""  107476"";""     728"""
"874;""PV22"";""1999KW01"";""    62.8"";""     3.3"";""    12.5"";""    1459"";""   -22.1"";""     2.1"";""  111931"";""     163"""
"875;""PV22"";""1999KW02"";""    65.3"";""     4.1"";""    14.6"";""    1795"";""    23.0"";""     5.6"";""  118908"";""     213"""
"876;""PV22"";""1999KW03"";""    69.2"";""     6.0"";""    17.5"";""    1887"";""     5.1"";""     6.3"";""  128656"";""     243"""
"877;""PV22"";""1999KW04"";""    72.9"";""     5.3"";""    20.0"";""    1887"";""     0.0"";""     0.7"";""  133785"";""     252"""
"878;""PV22"";""1999JJ00"";""    67.6"";""    16.3"";""    16.3"";""    7028"";""     3.7"";""     3.7"";""  124071"";""     872"""
"879;""PV22"";""2000KW01"";""    75.5"";""     3.6"";""    20.3"";""    1389"";""   -26.4"";""    -4.8"";""  133310"";""     185"""
"880;""PV22"";""2000KW02"";""    79.6"";""     5.3"";""    21.8"";""    1708"";""    23.0"";""    -4.8"";""  144186"";""     246"""
"881;""PV22"";""2000KW03"";""    82.9"";""     4.2"";""    19.7"";""    1715"";""     0.4"";""    -9.1"";""  153361"";""     263"""
"882;""PV22"";""2000KW04"";""    85.0"";""     2.6"";""    16.6"";""    1771"";""     3.3"";""    -6.1"";""  156241"";""     277"""
"883;""PV22"";""2000JJ00"";""    80.8"";""    19.5"";""    19.5"";""    6583"";""    -6.3"";""    -6.3"";""  147524"";""     971"""
"884;""PV22"";""2001KW01"";""    87.4"";""     2.8"";""    15.7"";""    1201"";""   -32.2"";""   -13.5"";""  157500"";""     189"""
"885;""PV22"";""2001KW02"";""    90.5"";""     3.6"";""    13.8"";""    1560"";""    29.9"";""    -8.7"";""  163501"";""     255"""
"886;""PV22"";""2001KW03"";""    91.6"";""     1.2"";""    10.5"";""    1590"";""     1.9"";""    -7.3"";""  166450"";""     265"""
"887;""PV22"";""2001KW04"";""    92.4"";""     0.9"";""     8.7"";""    1759"";""    10.6"";""    -0.7"";""  162083"";""     285"""
"888;""PV22"";""2001JJ00"";""    90.5"";""    12.1"";""    12.1"";""    6110"";""    -7.2"";""    -7.2"";""  162681"";""     994"""
"889;""PV22"";""2002KW01"";""    93.7"";""     1.3"";""     7.2"";""    1417"";""   -19.4"";""    18.0"";""  165453"";""     234"""
"890;""PV22"";""2002KW02"";""    95.4"";""     1.9"";""     5.4"";""    1538"";""     8.5"";""    -1.4"";""  167972"";""     258"""
"891;""PV22"";""2002KW03"";""    97.1"";""     1.8"";""     6.0"";""    1579"";""     2.7"";""    -0.7"";""  177539"";""     280"""
"892;""PV22"";""2002KW04"";""    97.4"";""     0.3"";""     5.4"";""    1599"";""     1.3"";""    -9.1"";""  174724"";""     279"""
"893;""PV22"";""2002JJ00"";""    95.9"";""     6.0"";""     6.0"";""    6133"";""     0.4"";""     0.4"";""  171613"";""    1053"""
"894;""PV22"";""2003KW01"";""    98.4"";""     1.0"";""     5.1"";""    1179"";""   -26.3"";""   -16.8"";""  175780"";""     207"""
"895;""PV22"";""2003KW02"";""    99.9"";""     1.5"";""     4.7"";""    1502"";""    27.4"";""    -2.3"";""  176474"";""     265"""
"896;""PV22"";""2003KW03"";""   100.5"";""     0.6"";""     3.4"";""    1452"";""    -3.3"";""    -8.0"";""  176666"";""     257"""
"897;""PV22"";""2003KW04"";""   100.5"";""     0.1"";""     3.2"";""    1672"";""    15.2"";""     4.6"";""  176721"";""     295"""
"898;""PV22"";""2003JJ00"";""    99.8"";""     4.1"";""     4.1"";""    5805"";""    -5.3"";""    -5.3"";""  176452"";""    1024"""
"899;""PV22"";""2004KW01"";""   103.0"";""     2.5"";""     4.7"";""    1182"";""   -29.3"";""     0.3"";""  176610"";""     209"""
"900;""PV22"";""2004KW02"";""   103.5"";""     0.5"";""     3.6"";""    1514"";""    28.1"";""     0.8"";""  180193"";""     273"""
"901;""PV22"";""2004KW03"";""   105.6"";""     2.0"";""     5.1"";""    1420"";""    -6.2"";""    -2.2"";""  190606"";""     271"""
"902;""PV22"";""2004KW04"";""   106.0"";""     0.4"";""     5.4"";""    1520"";""     7.0"";""    -9.1"";""  180152"";""     274"""
"903;""PV22"";""2004JJ00"";""   104.5"";""     4.7"";""     4.7"";""    5636"";""    -2.9"";""    -2.9"";""  182054"";""    1026"""
"904;""PV22"";""2005KW01"";""   107.1"";""     1.1"";""     3.9"";""    1196"";""   -21.3"";""     1.2"";""  184318"";""     220"""
"905;""PV22"";""2005KW02"";""   108.6"";""     1.4"";""     4.9"";""    1542"";""    28.9"";""     1.8"";""  190065"";""     293"""
"906;""PV22"";""2005KW03"";""   110.7"";""     1.9"";""     4.9"";""    1714"";""    11.2"";""    20.7"";""  198134"";""     340"""
"907;""PV22"";""2005KW04"";""   111.0"";""     0.3"";""     4.8"";""    1698"";""    -0.9"";""    11.7"";""  194603"";""     330"""
"908;""PV22"";""2005JJ00"";""   109.4"";""     4.6"";""     4.6"";""    6150"";""     9.1"";""     9.1"";""  192449"";""    1184"""
"909;""PV22"";""2006KW01"";""   112.6"";""     1.5"";""     5.2"";""    1401"";""   -17.5"";""    17.1"";""  199417"";""     279"""
"910;""PV22"";""2006KW02"";""   114.2"";""     1.4"";""     5.1"";""    1555"";""    11.0"";""     0.8"";""  203965"";""     317"""
"911;""PV22"";""2006KW03"";""   115.4"";""     1.0"";""     4.2"";""    1641"";""     5.5"";""    -4.3"";""  210399"";""     345"""
"912;""PV22"";""2006KW04"";""   116.0"";""     0.6"";""     4.5"";""    1599"";""    -2.6"";""    -5.8"";""  208012"";""     333"""
"913;""PV22"";""2006JJ00"";""   114.6"";""     4.8"";""     4.8"";""    6196"";""     0.7"";""     0.7"";""  205685"";""    1274"""
"914;""PV22"";""2007KW01"";""   118.2"";""     1.8"";""     4.9"";""    1200"";""   -25.0"";""   -14.3"";""  204328"";""     245"""
"915;""PV22"";""2007KW02"";""   119.3"";""     1.0"";""     4.5"";""    1457"";""    21.4"";""    -6.3"";""  215997"";""     315"""
"916;""PV22"";""2007KW03"";""   120.2"";""     0.7"";""     4.2"";""    1512"";""     3.8"";""    -7.9"";""  218477"";""     330"""
"917;""PV22"";""2007KW04"";""   121.0"";""     0.7"";""     4.3"";""    1507"";""    -0.3"";""    -5.8"";""  220829"";""     333"""
"918;""PV22"";""2007JJ00"";""   119.7"";""     4.5"";""     4.5"";""    5676"";""    -8.4"";""    -8.4"";""  215473"";""    1223"""
"919;""PV22"";""2008KW01"";""   121.6"";""     0.5"";""     2.9"";""    1193"";""   -20.8"";""    -0.6"";""  213613"";""     255"""
"920;""PV22"";""2008KW02"";""   121.7"";""     0.1"";""     2.0"";""    1465"";""    22.8"";""     0.5"";""  216953"";""     318"""
"921;""PV22"";""2008KW03"";""   122.7"";""     0.8"";""     2.2"";""    1446"";""    -1.3"";""    -4.4"";""  214433"";""     310"""
"922;""PV22"";""2008KW04"";""   121.9"";""    -0.7"";""     0.7"";""    1306"";""    -9.7"";""   -13.3"";""  213720"";""     279"""
"923;""PV22"";""2008JJ00"";""   122.0"";""     1.9"";""     1.9"";""    5410"";""    -4.7"";""    -4.7"";""  214763"";""    1162"""
"924;""PV22"";""2009KW01"";""   122.3"";""     0.4"";""     0.6"";""     829"";""   -36.5"";""   -30.5"";""  201608"";""     167"""
"925;""PV22"";""2009KW02"";""   118.6"";""    -3.0"";""    -2.5"";""     933"";""    12.5"";""   -36.3"";""  199549"";""     186"""
"926;""PV22"";""2009KW03"";""   117.1"";""    -1.3"";""    -4.6"";""     956"";""     2.5"";""   -33.9"";""  196718"";""     188"""
"927;""PV22"";""2009KW04"";""   116.3"";""    -0.7"";""    -4.6"";""    1025"";""     7.2"";""   -21.5"";""  199638"";""     205"""
